symbol	Grp.1 mean	Grp.2 mean	logFC	p-value	label
SCARA5	-0.4169782608695653	-0.03622727272727278	-0.3807509881422925	0.33E+00	ns
PRKAR1A	-0.24199999999999997	0.12575454545454548	-0.36775454545454545	0.33E+00	ns
OTOS	-0.061030434782608674	0.4203636363636363	-0.48139407114624494	0.33E+00	ns
YWHAE	0.07612608695652172	0.32758181818181814	-0.2514557312252964	0.33E+00	ns
GATA1	-0.915408695652174	-1.3852181818181821	0.46980948616600815	0.33E+00	ns
ALK	0.4454391304347826	0.12046363636363638	0.32497549407114623	0.33E+00	ns
SBDS	0.09162173913043478	0.37354545454545457	-0.2819237154150198	0.33E+00	ns
ATIC	-0.07389565217391307	0.23599999999999993	-0.309895652173913	0.33E+00	ns
RETN	-1.1104695652173915	-0.8812545454545454	-0.22921501976284608	0.33E+00	ns
IL2	-3.833860869565219	-4.1162	0.2823391304347811	0.33E+00	ns
TLX3	-1.453934782608696	-1.5070999999999999	0.053165217391303976	0.34E+00	ns
PRDM16	0.10397826086956515	0.4897272727272727	-0.38574901185770755	0.34E+00	ns
VAX1	-0.8609739130434784	-0.6619181818181818	-0.19905573122529652	0.34E+00	ns
ZBTB16	-0.29084782608695653	0.06895454545454544	-0.35980237154150196	0.34E+00	ns
NR4A3	0.11368695652173916	-0.21165454545454543	0.3253415019762846	0.34E+00	ns
GBX1	-1.1582391304347825	-0.7488454545454545	-0.40939367588932807	0.34E+00	ns
HOXA11	-0.2367695652173913	-0.4847272727272726	0.24795770750988133	0.35E+00	ns
SMAD2	-0.3653652173913044	-0.16776363636363634	-0.19760158102766806	0.35E+00	ns
CRTC3	0.5626391304347826	0.25564545454545456	0.3069936758893281	0.35E+00	ns
SMARCE1	-0.20830869565217397	0.017399999999999985	-0.22570869565217394	0.35E+00	ns
TNFRSF1B	-0.621391304347826	-0.4128727272727273	-0.2085185770750987	0.35E+00	ns
USP8	0.3571260869565217	0.5693818181818181	-0.2122557312252964	0.35E+00	ns
NDRG2	0.46520434782608694	0.2163454545454545	0.24885889328063243	0.35E+00	ns
ERCC3	0.16419130434782606	-0.14144545454545454	0.30563675889328057	0.35E+00	ns
ABL2	-0.3749173913043478	-0.12202727272727269	-0.2528901185770751	0.35E+00	ns
MMP7	-0.8061913043478262	-0.4653727272727273	-0.3408185770750988	0.36E+00	ns
PHF6	0.10320869565217392	-0.11033636363636362	0.21354505928853754	0.36E+00	ns
FAM46C	-0.39261739130434786	-0.6470272727272727	0.2544098814229248	0.36E+00	ns
MAML2	-0.04289130434782609	0.21475454545454545	-0.25764584980237154	0.36E+00	ns
CA12	-0.23156086956521735	0.03255454545454544	-0.26411541501976277	0.36E+00	ns
MLLT3	-0.2635826086956521	-0.6627	0.39911739130434787	0.37E+00	ns
PPP2R1A	0.33844347826086957	0.07783636363636363	0.2606071146245059	0.37E+00	ns
HSP90AA1	0.24232608695652175	0.4595545454545454	-0.21722845849802364	0.37E+00	ns
HS3ST3A1	-0.05470000000000001	0.2512272727272728	-0.3059272727272728	0.37E+00	ns
IL7R	-0.5557565217391304	-0.8170727272727273	0.2613162055335969	0.37E+00	ns
CDX1	-0.7678434782608695	-0.5139727272727274	-0.25387075098814216	0.37E+00	ns
F13A1	-0.6623695652173912	-0.41313636363636363	-0.24923320158102757	0.37E+00	ns
CYP3A5	-0.008360869565217392	0.2697090909090909	-0.27806996047430826	0.37E+00	ns
ZNF331	0.5027260869565217	0.23660909090909096	0.26611699604743067	0.37E+00	ns
MDS2	-1.1610782608695651	-1.4924090909090906	0.33133083003952546	0.37E+00	ns
CDX2	-1.0441826086956527	-0.9403909090909089	-0.10379169960474377	0.37E+00	ns
SRGAP3	0.29229999999999995	0.5280636363636364	-0.23576363636363645	0.37E+00	ns
PIK3CA	-0.35536086956521745	-0.07539090909090908	-0.2799699604743084	0.37E+00	ns
KLF6	-0.17395652173913045	0.13401818181818184	-0.30797470355731227	0.38E+00	ns
DDX6	-0.06403478260869566	0.18730000000000002	-0.2513347826086957	0.38E+00	ns
PTGS2	-0.6375434782608695	-0.35025454545454543	-0.2872889328063241	0.38E+00	ns
TLX1	-0.4023434782608696	-0.6827636363636364	0.28042015810276677	0.38E+00	ns
CXCL1	-0.4339434782608695	-0.21187272727272727	-0.22207075098814222	0.38E+00	ns
ABCB1	0.3864999999999999	0.11444545454545452	0.2720545454545454	0.39E+00	ns
DCTN2	-0.17531739130434784	0.08369999999999997	-0.2590173913043478	0.39E+00	ns
SMARCD1	0.4675782608695652	0.22193636363636363	0.2456418972332016	0.39E+00	ns
SMAD4	0.3115565217391304	0.08986363636363635	0.22169288537549403	0.39E+00	ns
CIC	0.5298782608695652	0.26743636363636364	0.2624418972332016	0.39E+00	ns
NACA	-0.6068260869565217	-0.3369	-0.26992608695652176	0.39E+00	ns
ERCC5	-0.05945652173913039	-0.31707272727272723	0.2576162055335968	0.39E+00	ns
ETV5	0.6533478260869565	0.4076545454545455	0.24569328063241103	0.39E+00	ns
GPR183	-0.709686956521739	-0.4481727272727273	-0.2615142292490117	0.39E+00	ns
MSH6	-0.09889130434782607	0.12823636363636365	-0.2271276679841897	0.39E+00	ns
LIFR	-0.03959130434782609	0.2656636363636363	-0.3052549407114624	0.40E+00	ns
MEX3B	-0.3751304347826087	-0.16036363636363637	-0.21476679841897234	0.40E+00	ns
NFKB2	-0.29316521739130436	-0.05763636363636366	-0.2355288537549407	0.40E+00	ns
PTPN7	-0.40203043478260864	-0.18011818181818182	-0.22191225296442682	0.40E+00	ns
FAT4	-0.24203478260869565	0.09369999999999999	-0.33573478260869566	0.40E+00	ns
MT1DP	-0.7757739130434783	-0.505990909090909	-0.26978300395256927	0.40E+00	ns
LRIG3	-0.3755217391304348	0.013863636363636396	-0.3893853754940712	0.40E+00	ns
WHSC1L1	-0.07677826086956521	0.16546363636363637	-0.24224189723320158	0.40E+00	ns
ATR	0.1590434782608696	-0.09059090909090912	0.24963438735177873	0.40E+00	ns
CEP135	0.1864521739130435	-0.013881818181818167	0.20033399209486166	0.40E+00	ns
TET1	-0.05333043478260871	-0.24783636363636366	0.19450592885375495	0.41E+00	ns
FCGR2C	-0.5141173913043477	-0.2669272727272727	-0.24719011857707507	0.41E+00	ns
ETNK1	-0.03340869565217395	-0.3514545454545455	0.31804584980237155	0.41E+00	ns
FANCE	0.2708434782608695	0.02952727272727271	0.2413162055335968	0.41E+00	ns
RARA	-0.08295217391304348	0.2015363636363636	-0.28448853754940706	0.41E+00	ns
DEF6	-0.5196391304347826	-0.26873636363636366	-0.25090276679841894	0.41E+00	ns
ALDH2	-0.27943913043478263	-0.029300000000000003	-0.25013913043478264	0.42E+00	ns
PDGFB	0.10715652173913043	-0.15221818181818184	0.2593747035573123	0.42E+00	ns
SETBP1	0.1756608695652174	0.3704818181818182	-0.1948209486166008	0.42E+00	ns
DTX3	0.0582	0.29412727272727274	-0.23592727272727274	0.42E+00	ns
ACSL3	0.8836478260869562	0.5863454545454545	0.29730237154150174	0.42E+00	ns
CSF3R	-0.47933913043478255	-0.2560545454545455	-0.22328458498023707	0.43E+00	ns
AXIN2	0.3751565217391303	0.1361272727272727	0.23902924901185757	0.43E+00	ns
EBI3	-0.6683565217391304	-0.46699090909090907	-0.20136561264822134	0.43E+00	ns
POU5F1	-0.031234782608695687	-0.3809545454545455	0.3497197628458498	0.43E+00	ns
HR	0.15273478260869566	-0.1125363636363636	0.26527114624505926	0.43E+00	ns
PTK6	0.3994652173913043	0.08043636363636365	0.31902885375494067	0.43E+00	ns
TBX3	0.1037695652173913	-0.08898181818181818	0.19275138339920947	0.43E+00	ns
MYCN	0.058208695652173924	0.27921818181818187	-0.22100948616600793	0.43E+00	ns
SETD2	0.3723391304347826	0.1658090909090909	0.2065300395256917	0.44E+00	ns
MTCP1	-0.19286956521739126	0.05392727272727274	-0.246796837944664	0.44E+00	ns
MPZ	-0.14135652173913044	-0.30329090909090906	0.16193438735177862	0.44E+00	ns
DDB2	0.20587826086956526	0.42571818181818183	-0.21983992094861657	0.45E+00	ns
WT1	-0.4855869565217391	-0.15360909090909092	-0.3319778656126482	0.45E+00	ns
RNF43	-0.06243478260869567	-0.347609090909091	0.2851743083003953	0.45E+00	ns
ACVR1	-0.4231391304347826	-0.19310000000000002	-0.23003913043478255	0.45E+00	ns
NONO	0.18755217391304352	-0.003090909090909096	0.1906430830039526	0.45E+00	ns
PTCH1	-0.08193478260869566	0.1588727272727273	-0.24080750988142297	0.46E+00	ns
ITK	-0.3668782608695653	-0.0973727272727273	-0.26950553359683804	0.46E+00	ns
FOXO1	-0.14046521739130433	0.13206363636363636	-0.2725288537549407	0.46E+00	ns
MED12	0.3319521739130435	0.17424545454545456	0.15770671936758893	0.47E+00	ns
AKT1	0.5858565217391304	0.4059181818181818	0.1799383399209486	0.47E+00	ns
DSC3	-0.6508869565217392	-0.8510181818181818	0.20013122529644256	0.47E+00	ns
SELPLG	-0.49396086956521723	-0.2802818181818182	-0.21367905138339904	0.47E+00	ns
KDM6A	-0.09241304347826088	0.14674545454545454	-0.23915849802371542	0.47E+00	ns
PAFAH1B2	-0.31762173913043484	-0.039445454545454554	-0.2781762845849803	0.47E+00	ns
KTN1	0.27360869565217383	0.09205454545454544	0.18155415019762838	0.48E+00	ns
SMAD3	0.31344347826086955	0.5109090909090909	-0.19746561264822132	0.48E+00	ns
MLLT10	-0.15415652173913044	-0.3089181818181818	0.15476166007905137	0.48E+00	ns
CDK4	-0.22415652173913042	0.0034363636363636514	-0.22759288537549408	0.48E+00	ns
TCF12	0.3708478260869564	0.16389999999999996	0.20694782608695642	0.48E+00	ns
RAB6C	-0.11843913043478259	0.10945454545454546	-0.22789367588932805	0.48E+00	ns
PSIP1	-0.01689130434782607	0.2095818181818182	-0.22647312252964427	0.48E+00	ns
RANBP17	-0.36577826086956516	-0.5067272727272727	0.14094901185770753	0.48E+00	ns
VSTM2A	-0.17849130434782606	0.1144272727272727	-0.2929185770750988	0.48E+00	ns
PCDHGA7	-0.2966130434782609	-0.4369181818181818	0.14030513833992092	0.48E+00	ns
ARID2	0.36132173913043486	0.13220909090909091	0.22911264822134395	0.48E+00	ns
IL21R	-0.6469086956521739	-0.44625454545454546	-0.20065415019762844	0.49E+00	ns
EPS15	-0.22254782608695658	0.028327272727272715	-0.2508750988142293	0.49E+00	ns
IL13	-0.2967565217391305	-0.6157454545454546	0.3189889328063241	0.49E+00	ns
TOP1	0.2888173913043479	0.06931818181818182	0.21949920948616608	0.49E+00	ns
TRIM33	0.03884782608695654	0.24192727272727274	-0.20307944664031619	0.49E+00	ns
JAZF1	-0.5627434782608696	-0.28263636363636363	-0.28010711462450594	0.50E+00	ns
SMARCA4	0.350495652173913	0.1930909090909091	0.1574047430830039	0.50E+00	ns
KRAS	-0.1699043478260869	0.0908090909090909	-0.2607134387351778	0.50E+00	ns
KLHDC7A	-0.12853913043478257	-0.36419999999999997	0.2356608695652174	0.50E+00	ns
PCSK7	0.20150434782608695	0.34166363636363634	-0.1401592885375494	0.50E+00	ns
APC	0.3117608695652175	0.5146363636363636	-0.20287549407114608	0.50E+00	ns
FGFR2	-0.10867391304347829	0.04121818181818182	-0.1498920948616601	0.50E+00	ns
BCOR	-0.12629130434782612	0.045109090909090904	-0.17140039525691703	0.50E+00	ns
CASC5	0.226	0.0765	0.14950000000000002	0.50E+00	ns
FSTL3	-0.07767826086956521	0.1825181818181818	-0.260196442687747	0.50E+00	ns
LIPM	-0.9839826086956521	-0.9969	0.01291739130434788	0.50E+00	ns
GSDMA	-0.5499695652173913	-0.7912454545454545	0.2412758893280632	0.50E+00	ns
FGFR3	0.7318826086956522	0.970809090909091	-0.2389264822134387	0.50E+00	ns
MAP3K13	0.031943478260869525	0.25906363636363633	-0.2271201581027668	0.51E+00	ns
TGFBI	-0.4475521739130436	-0.2772090909090909	-0.17034308300395268	0.51E+00	ns
EZH2	0.22925217391304348	0.05653636363636365	0.17271581027667982	0.51E+00	ns
PML	0.3035	0.0645545454545454	0.23894545454545457	0.51E+00	ns
PDCD1LG2	0.06747391304347827	-0.09741818181818183	0.16489209486166012	0.51E+00	ns
TREML4	-1.1023304347826086	-0.8847272727272727	-0.21760316205533592	0.51E+00	ns
NBN	0.2509391304347826	0.021027272727272724	0.22991185770750988	0.51E+00	ns
SLC34A2	-0.32242173913043476	-0.05048181818181818	-0.2719399209486166	0.51E+00	ns
C7	-0.413113043478261	-0.2177090909090909	-0.1954039525691701	0.51E+00	ns
MSH2	0.12833913043478262	0.2888818181818182	-0.16054268774703556	0.52E+00	ns
PTPN13	0.11143478260869565	0.30530000000000007	-0.1938652173913044	0.52E+00	ns
FOXD3	-0.12849565217391307	0.1063181818181818	-0.23481383399209488	0.52E+00	ns
FBXO11	0.12230434782608693	-0.0551181818181818	0.17742252964426874	0.52E+00	ns
ARHGAP26	0.07620434782608695	0.33748181818181827	-0.26127747035573134	0.52E+00	ns
BCL7A	0.12045652173913042	0.23429090909090908	-0.11383438735177866	0.52E+00	ns
TRIM24	0.27399130434782615	0.49738181818181815	-0.223390513833992	0.52E+00	ns
TCEA1	0.2081565217391304	0.029881818181818176	0.17827470355731223	0.52E+00	ns
SND1	-0.42320869565217395	-0.2405181818181818	-0.18269051383399215	0.52E+00	ns
ELN	0.3145869565217391	0.1327	0.1818869565217391	0.52E+00	ns
RUNX1	-0.10170869565217391	0.12153636363636364	-0.22324505928853755	0.52E+00	ns
IDH2	0.09578260869565218	0.3541818181818182	-0.258399209486166	0.52E+00	ns
NCOA1	0.23277826086956518	0.45185454545454545	-0.21907628458498027	0.53E+00	ns
FCGR2A	-0.6608652173913042	-0.515090909090909	-0.14577430830039517	0.53E+00	ns
RAC1	0.02372608695652174	0.25155454545454536	-0.22782845849802363	0.53E+00	ns
EBF3	-0.5245608695652174	-0.3577090909090909	-0.1668517786561265	0.53E+00	ns
IL6ST	-0.23293913043478262	0.03432727272727271	-0.26726640316205535	0.53E+00	ns
IGFN1	0.40188260869565207	0.13110000000000002	0.27078260869565207	0.54E+00	ns
NRAS	-0.3416826086956522	-0.17513636363636365	-0.16654624505928856	0.54E+00	ns
BCR	0.3633304347826088	0.16885454545454542	0.19447588932806337	0.54E+00	ns
CTCF	0.3075434782608696	0.49458181818181823	-0.18703833992094865	0.54E+00	ns
NF2	-0.0503130434782609	0.12594545454545453	-0.17625849802371543	0.54E+00	ns
PHOSPHO1	-0.44189565217391313	-0.2722545454545455	-0.1696411067193676	0.54E+00	ns
CPLX3	-0.5452652173913044	-0.3578727272727273	-0.18739249011857712	0.55E+00	ns
MLH1	-0.10941739130434783	-0.30126363636363634	0.19184624505928852	0.55E+00	ns
FIP1L1	0.04300434782608693	-0.08777272727272728	0.1307770750988142	0.55E+00	ns
BMPR1A	-0.0585	-0.33293636363636364	0.27443636363636364	0.55E+00	ns
APOD	-0.4336043478260869	-0.22954545454545458	-0.20405889328063234	0.55E+00	ns
SCGN	-0.7116260869565216	-0.5490727272727272	-0.16255335968379447	0.56E+00	ns
NF1	0.36417391304347824	0.4958818181818181	-0.13170790513833985	0.56E+00	ns
NFKBIE	-0.23352173913043475	-0.4296272727272727	0.19610553359683794	0.56E+00	ns
SOX11	-0.00706956521739133	0.1496	-0.15666956521739134	0.56E+00	ns
FANCD2	0.1693391304347826	0.2905909090909091	-0.12125177865612652	0.56E+00	ns
CRLF2	-0.9747347826086954	-0.9145818181818183	-0.06015296442687712	0.56E+00	ns
GAS7	-0.13083478260869566	-0.3415454545454545	0.21071067193675883	0.56E+00	ns
CALR	0.08715652173913045	-0.10428181818181823	0.19143833992094866	0.56E+00	ns
BRIP1	0.1615217391304348	0.27070909090909095	-0.10918735177865616	0.56E+00	ns
CASP8	-0.07462608695652173	0.060481818181818185	-0.13510790513833992	0.57E+00	ns
MITF	-0.789908695652174	-0.9866636363636364	0.19675494071146238	0.57E+00	ns
ZNF560	-0.2843173913043478	-0.38744545454545454	0.10312806324110674	0.57E+00	ns
IDH1	0.2269217391304348	-0.005145454545454544	0.23206719367588935	0.57E+00	ns
CHEK1	-0.007956521739130428	0.13639090909090906	-0.14434743083003948	0.57E+00	ns
FLT1	0.10150434782608692	-0.1057909090909091	0.20729525691699602	0.57E+00	ns
MYH9	-0.17692173913043477	-0.011381818181818175	-0.16553992094861658	0.57E+00	ns
MKL1	-0.3006260869565217	-0.1229818181818182	-0.17764426877470352	0.57E+00	ns
RCN3	-0.21788695652173914	-0.3615090909090909	0.14362213438735175	0.57E+00	ns
CARS	0.3486434782608695	0.15419090909090913	0.19445256916996037	0.57E+00	ns
PAX5	-0.9403652173913043	-0.7744090909090908	-0.16595612648221347	0.58E+00	ns
NAT2	0.05329565217391306	0.3103727272727273	-0.2570770750988142	0.58E+00	ns
HNF1A	-0.0050347826086956406	0.13843636363636364	-0.14347114624505927	0.58E+00	ns
DAXX	0.04799999999999999	-0.1306636363636364	0.17866363636363639	0.58E+00	ns
CCL14	-0.4540826086956523	-0.6166363636363635	0.16255375494071123	0.58E+00	ns
AFF3	-0.29710000000000003	-0.11264545454545453	-0.18445454545454548	0.58E+00	ns
IRF4	-0.505891304347826	-0.6406181818181818	0.13472687747035572	0.58E+00	ns
TSC2	0.5373826086956521	0.38738181818181816	0.15000079051383397	0.58E+00	ns
TMEM200A	-0.7532869565217392	-0.5783818181818181	-0.17490513833992105	0.58E+00	ns
TBL1XR1	-0.09177826086956524	-0.24579090909090906	0.1540126482213438	0.58E+00	ns
OVOL2	-0.9895304347826087	-1.0758818181818182	0.08635138339920945	0.59E+00	ns
SOX6	0.14173478260869565	0.02481818181818182	0.11691660079051383	0.59E+00	ns
ZRSR2	0.010052173913043479	0.15713636363636366	-0.14708418972332019	0.59E+00	ns
HIP1	0.28224347826086954	0.49122727272727273	-0.2089837944664032	0.59E+00	ns
CYP2B6	-0.6172478260869567	-0.7422818181818183	0.12503399209486155	0.59E+00	ns
LPP	-0.23202608695652174	-0.026763636363636392	-0.20526245059288534	0.59E+00	ns
BUB1B	0.253004347826087	0.1668909090909091	0.0861134387351779	0.59E+00	ns
LHFP	0.5961478260869564	0.4203181818181818	0.17582964426877457	0.60E+00	ns
FGFR4	0.39493043478260864	0.2017909090909091	0.19313952569169954	0.60E+00	ns
HOXC11	-0.18599130434782613	-0.42476363636363623	0.2387723320158101	0.60E+00	ns
HOXD13	-0.2082347826086957	-0.001863636363636383	-0.20637114624505934	0.60E+00	ns
HSPB8	-0.008939130434782618	0.24018181818181822	-0.24912094861660083	0.60E+00	ns
CRABP1	-0.5707826086956521	-0.3711818181818182	-0.1996007905138339	0.60E+00	ns
STAT6	-0.5842608695652175	-0.4454454545454546	-0.1388154150197629	0.60E+00	ns
STRN	-0.42223478260869557	-0.22797272727272724	-0.19426205533596833	0.60E+00	ns
FLT3	-0.9760695652173915	-0.8557818181818182	-0.12028774703557332	0.60E+00	ns
UBR5	0.27990869565217397	0.1375181818181818	0.14239051383399218	0.60E+00	ns
KDM5A	-0.008899999999999995	-0.16656363636363636	0.15766363636363637	0.61E+00	ns
BCL10	-0.4000826086956521	-0.2509636363636364	-0.1491189723320157	0.61E+00	ns
ABL1	0.010165217391304328	0.1937818181818182	-0.18361660079051387	0.62E+00	ns
SPOP	0.06317391304347823	0.2502818181818182	-0.18710790513833997	0.62E+00	ns
CDKN2A	-0.43438695652173914	-0.2594090909090909	-0.17497786561264822	0.62E+00	ns
AVIL	0.17886086956521738	0.4254090909090909	-0.24654822134387352	0.62E+00	ns
SH2B3	-0.34093043478260865	-0.1654636363636364	-0.17546679841897225	0.62E+00	ns
THSD7A	-0.0847391304347826	0.08867272727272726	-0.17341185770750986	0.62E+00	ns
KDM5C	-0.02140869565217393	0.11051818181818182	-0.13192687747035575	0.62E+00	ns
HIF1A	0.13738695652173916	-0.00906363636363639	0.14645059288537554	0.62E+00	ns
EML4	-0.06869130434782611	0.058454545454545453	-0.12714584980237156	0.62E+00	ns
ABCC2	0.03236086956521742	-0.14333636363636362	0.17569723320158104	0.62E+00	ns
XPO1	0.10344782608695659	-0.054545454545454536	0.15799328063241114	0.62E+00	ns
ABCA9	-0.013900000000000023	-0.1631	0.14919999999999997	0.62E+00	ns
RPL5	-0.5740478260869564	-0.4462818181818183	-0.1277660079051381	0.62E+00	ns
FGFR1	0.13349565217391304	0.25676363636363636	-0.12326798418972332	0.62E+00	ns
CYP2E1	0.2862217391304348	0.0861909090909091	0.2000308300395257	0.63E+00	ns
HDAC2	-0.4929391304347826	-0.3547363636363637	-0.13820276679841892	0.63E+00	ns
ERBB2	0.4441565217391304	0.2964090909090909	0.1477474308300395	0.63E+00	ns
BCL11A	-0.4179869565217392	-0.24402727272727273	-0.17395968379446644	0.63E+00	ns
ATF1	-0.5077782608695651	-0.37937272727272736	-0.12840553359683776	0.63E+00	ns
ORM1	-1.099326086956522	-1.0234454545454545	-0.07588063241106746	0.63E+00	ns
THRAP3	0.08628260869565219	0.2251181818181818	-0.13883557312252962	0.63E+00	ns
MDM4	0.21848695652173913	0.40982727272727265	-0.19134031620553352	0.64E+00	ns
PCDHA5	-0.3917652173913044	-0.5474909090909091	0.15572569169960476	0.64E+00	ns
TGFBR2	-0.5585869565217392	-0.43963636363636366	-0.11895059288537552	0.64E+00	ns
NSD1	0.258404347826087	0.40482727272727276	-0.14642292490118575	0.64E+00	ns
PAX8	-0.18018695652173913	-0.3820090909090909	0.20182213438735178	0.64E+00	ns
PDGFRA	-0.15300869565217393	-0.33590909090909093	0.182900395256917	0.64E+00	ns
NPPB	-0.5459304347826087	-0.363109090909091	-0.18282134387351773	0.65E+00	ns
PMS2	0.4555130434782608	0.2859636363636364	0.1695494071146244	0.65E+00	ns
CEACAM4	-0.7785130434782609	-0.6737545454545455	-0.1047584980237154	0.65E+00	ns
SLC26A10	0.12818260869565215	0.25265454545454546	-0.12447193675889331	0.65E+00	ns
CCL4	-0.7353347826086957	-0.619190909090909	-0.11614387351778666	0.66E+00	ns
RBM10	0.2763652173913044	0.38966363636363643	-0.11329841897233206	0.66E+00	ns
BTN1A1	-0.29830434782608695	-0.44190909090909086	0.14360474308300392	0.66E+00	ns
IBSP	-0.5549913043478262	-0.4181818181818182	-0.13680948616600797	0.66E+00	ns
CBFA2T3	-0.08156521739130436	-0.2052727272727273	0.12370750988142294	0.66E+00	ns
ZFHX3	0.18500000000000003	0.06215454545454546	0.12284545454545456	0.66E+00	ns
NCOA2	-0.18995217391304348	-0.039200000000000006	-0.15075217391304346	0.66E+00	ns
NOTCH1	0.5025347826086957	0.6370363636363637	-0.13450158102766807	0.66E+00	ns
CCNE1	0.07524347826086958	-0.033581818181818185	0.10882529644268776	0.66E+00	ns
RPN1	-0.29211739130434783	-0.15537272727272725	-0.13674466403162058	0.67E+00	ns
S100Z	-0.5282999999999999	-0.38981818181818184	-0.13848181818181804	0.67E+00	ns
SDHB	-0.1885695652173913	-0.3125909090909091	0.12402134387351779	0.67E+00	ns
GRIN2A	0.04603043478260873	0.1932727272727273	-0.14724229249011855	0.67E+00	ns
SEPT5	0.07760434782608694	0.1839090909090909	-0.10630474308300397	0.67E+00	ns
CALCB	-0.7622652173913046	-0.6175727272727273	-0.14469249011857732	0.67E+00	ns
CAMTA1	-0.16690434782608696	-0.04110000000000002	-0.12580434782608693	0.67E+00	ns
PCM1	0.21884782608695652	0.09260000000000003	0.1262478260869565	0.67E+00	ns
CBLC	-1.2330826086956526	-1.1834363636363638	-0.04964624505928872	0.67E+00	ns
MYCNOS	-0.19100869565217388	-0.036736363636363636	-0.15427233201581025	0.67E+00	ns
CYP2D6	-0.14301304347826085	-0.003954545454545443	-0.13905849802371542	0.68E+00	ns
SDHAF2	-0.287795652173913	-0.4036090909090909	0.11581343873517791	0.68E+00	ns
FCRL4	-1.3243478260869563	-1.277790909090909	-0.04655691699604736	0.68E+00	ns
MYB	-0.4136347826086957	-0.29316363636363635	-0.12047114624505934	0.68E+00	ns
UGT1A1	-1.4133869565217392	-1.4967545454545452	0.08336758893280605	0.68E+00	ns
TUBB	-0.07028695652173911	0.033509090909090905	-0.10379604743083001	0.68E+00	ns
ACSL6	0.13665652173913043	0.23808181818181817	-0.10142529644268775	0.69E+00	ns
NFE2L2	0.056334782608695656	0.1739090909090909	-0.11757430830039525	0.69E+00	ns
KCNB1	-0.07150869565217391	0.028336363636363625	-0.09984505928853754	0.69E+00	ns
KLF4	-0.2233782608695652	-0.3500363636363637	0.1266581027667985	0.69E+00	ns
CBL	0.13001304347826084	0.2503727272727273	-0.12035968379446646	0.69E+00	ns
EZR	-0.08116521739130436	0.0871454545454546	-0.16831067193675897	0.69E+00	ns
PRRX1	0.05363913043478263	-0.05317272727272727	0.1068118577075099	0.69E+00	ns
MPL	-0.07108260869565218	0.09736363636363637	-0.16844624505928857	0.69E+00	ns
PI15	-0.3788260869565217	-0.5048181818181818	0.12599209486166013	0.70E+00	ns
NAB2	0.5173086956521739	0.3683	0.14900869565217384	0.70E+00	ns
CD274	0.09162608695652175	0.2249272727272727	-0.13330118577075095	0.70E+00	ns
MPEG1	-0.41822608695652164	-0.5366545454545455	0.11842845849802386	0.70E+00	ns
STAT5B	0.26269130434782617	0.3808727272727273	-0.11818142292490114	0.70E+00	ns
TCL6	-0.9226217391304349	-0.7852363636363635	-0.13738537549407137	0.70E+00	ns
SMARCB1	0.20709565217391307	0.08437272727272727	0.1227229249011858	0.70E+00	ns
TRRAP	0.24290434782608689	0.34862727272727273	-0.10572292490118584	0.70E+00	ns
LINC02593	-1.1347173913043478	-1.2423090909090908	0.10759169960474302	0.71E+00	ns
COL15A1	-0.4811739130434783	-0.6090636363636364	0.12788972332015808	0.71E+00	ns
CCND1	0.06445652173913043	-0.06959090909090906	0.1340474308300395	0.71E+00	ns
VHL	0.028860869565217388	-0.0841545454545454	0.11301541501976278	0.71E+00	ns
NLGN4Y	0.08990434782608696	-0.06446363636363638	0.15436798418972333	0.71E+00	ns
CREB1	0.21996086956521735	0.1005090909090909	0.11945177865612645	0.71E+00	ns
SSTR2	-0.19206086956521742	-0.08700909090909087	-0.10505177865612655	0.71E+00	ns
TPR	0.3096782608695652	0.2109	0.09877826086956518	0.71E+00	ns
NCOR2	0.21548695652173913	0.12163636363636364	0.09385059288537549	0.71E+00	ns
FANCF	-0.05184782608695654	0.0578363636363636	-0.10968418972332014	0.72E+00	ns
SYT8	-0.7585999999999998	-0.8878454545454545	0.12924545454545466	0.72E+00	ns
FGFBP2	-0.3090086956521739	-0.19526363636363636	-0.11374505928853756	0.72E+00	ns
TSPAN2	-0.6920217391304349	-0.5692909090909092	-0.12273083003952567	0.72E+00	ns
RNF213	0.3671869565217392	0.2511181818181818	0.11606877470355742	0.72E+00	ns
XPC	0.13705217391304347	0.2727090909090909	-0.13565691699604743	0.72E+00	ns
EGFR	0.8780478260869565	0.7800454545454546	0.09800237154150193	0.73E+00	ns
ASXL1	0.3158913043478261	0.2028090909090909	0.11308221343873517	0.73E+00	ns
NUP98	0.11929130434782609	0.21883636363636363	-0.09954505928853755	0.73E+00	ns
SS18	0.3366826086956522	0.24323636363636367	0.09344624505928853	0.73E+00	ns
RARRES1	-0.42791739130434786	-0.3471818181818182	-0.08073557312252966	0.73E+00	ns
CHCHD7	-0.46804782608695644	-0.37263636363636365	-0.09541146245059279	0.73E+00	ns
ROS1	-0.8062913043478261	-0.7419181818181818	-0.06437312252964433	0.73E+00	ns
HNRNPA2B1	0.5025391304347825	0.4114636363636363	0.09107549407114618	0.74E+00	ns
DICER1	0.23166956521739132	0.33967272727272724	-0.10800316205533592	0.74E+00	ns
SP9	-0.2399999999999999	-0.33986363636363637	0.09986363636363646	0.74E+00	ns
IL2RA	-0.5346782608695652	-0.6353363636363636	0.10065810276679843	0.74E+00	ns
KDM5D	0.038182608695652175	-0.09566363636363637	0.13384624505928855	0.74E+00	ns
